url;dominio;nome
http://www.dnpmsc.gov.br;dnpmsc.gov.br;DNPM - 11 DISTRITO
http://www.dnrc.gov.br;dnrc.gov.br;DEPARTAMENTO NACIONAL DE REGISTRO DO COMERCIO
http://www.documenta.gov.br;documenta.gov.br;FUNDACAO BIBLIOTECA NACIONAL
http://www.dom.gov.br;dom.gov.br;PROJETO DOM HELDER CAMARA
http://www.dominiopublico.gov.br;dominiopublico.gov.br;MINISTERIO DA EDUCACAO
http://www.dou.gov.br;dou.gov.br;IMPRENSA NACIONAL/PRESIDENCIA DA REPUBLICA
http://www.dpf-ce.gov.br;dpf-ce.gov.br;SUPER. REGIONAL DA POLICIA FEDERAL NO CEARA
http://www.dpf.gov.br;dpf.gov.br;DEPARTAMENTO DE POLICIA FEDERAL
http://www.dprf.gov.br;dprf.gov.br;DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL
http://www.dpu.gov.br;dpu.gov.br;DEFENSORIA PUBLICA-GERAL DA UNIAO
http://www.dtceaaf.gov.br;dtceaaf.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceagl.gov.br;dtceagl.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceagw.gov.br;dtceagw.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceamt.gov.br;dtceamt.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceasc.gov.br;dtceasc.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceasj.gov.br;dtceasj.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceasp.gov.br;dtceasp.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceast.gov.br;dtceast.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dtceatmrj.gov.br;dtceatmrj.gov.br;COMANDO DA AERONAUTICA - SRPV-SP
http://www.dte.gov.br;dte.gov.br;AGENCIA BRASILEIRA DE INTELIGENCIA
http://www.dtpdf.gov.br;dtpdf.gov.br;DATAPREV DF
http://www.duplasena.gov.br;duplasena.gov.br;CAIXA ECONOMICA FEDERAL
http://www.data.gov.br;data.gov.br;MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO
http://www.desenvolvimentorural.gov.br;desenvolvimentorural.gov.br;MINSTERIO DO DESENVOLVIMENTO AGRARIO
http://www.desaparecidos.gov.br;desaparecidos.gov.br;SECRETARIA DE DIREITOS HUMANOS
http://www.dialogosfederativos.gov.br;dialogosfederativos.gov.br;SUBCHEFIA DE ASSUNTOS FEDERATIVOS
http://www.e-car.gov.br;e-car.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.e-conta.gov.br;e-conta.gov.br;CAIXA ECONOMICA FEDERAL
http://www.e-contacaixa.gov.br;e-contacaixa.gov.br;CAIXA ECONOMICA FEDERAL
http://www.e-jud.gov.br;e-jud.gov.br;SUPERIOR TRIBUNAL DE JUSTICA
http://www.e-jus.gov.br;e-jus.gov.br;SUPERIOR TRIBUNAL DE JUSTICA
http://www.e-pagamentos.gov.br;e-pagamentos.gov.br;CAIXA ECONOMICA FEDERAL
http://www.e-pagamentoscaixa.gov.br;e-pagamentoscaixa.gov.br;CAIXA ECONOMICA FEDERAL
http://www.e-parana.gov.br;e-parana.gov.br;COMPANHIA DE INFORMATICA DO PARANA - CELEPAR
http://www.e-post.gov.br;e-post.gov.br;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS
http://www.e-stj.gov.br;e-stj.gov.br;SUPERIOR TRIBUNAL DE JUSTICA
http://www.e.gov.br;e.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.eaf-sbf.gov.br;eaf-sbf.gov.br;ESCOLA AGROTECNICA FEDERAL DE SENHOR DO BONFIM
http://www.eafa-to.gov.br;eafa-to.gov.br;ESCOLA AGROTECNICA FEDERAL DE ARAGUATINS
http://www.eafajt.gov.br;eafajt.gov.br;ESCOLA AGROTECNICA FEDERAL ANTONIO JOSE TEIXEIRA
http://www.eafars.gov.br;eafars.gov.br;ESCOLA AGROTECNICA FEDERAL DE ALEGRETE
http://www.eafb.gov.br;eafb.gov.br;ESCOLA AGROTECNICA FEDERAL DE BARREIROS-PE
http://www.eafbambui.gov.br;eafbambui.gov.br;CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE BAMBUI
http://www.eafc-pa.gov.br;eafc-pa.gov.br;ESCOLA AGROTECNICA FEDERAL DE CASTANHAL
http://www.eafc.gov.br;eafc.gov.br;INSTITUTO FEDERAL DE MATO GROSSO - CACERES
http://www.eafcatu.gov.br;eafcatu.gov.br;ESCOLA AGROTECNICA FEDERAL DE CATU
http://www.eafce.gov.br;eafce.gov.br;ESCOLA AGROTECNICA FEDERAL DE CERES
http://www.eafco.gov.br;eafco.gov.br;ESCOLA AGROTECNICA FEDERAL DE COLORADO DO OESTE
http://www.eafcol.gov.br;eafcol.gov.br;ESCOLA AGROTECNICA FEDERAL DE COLATINA
http://www.eafcrato.gov.br;eafcrato.gov.br;ESCOLA AGROTECNICA FEDERAL DE CRATO
http://www.eafguanambi.gov.br;eafguanambi.gov.br;ESCOLA AGROTECNICA FEDERAL ANTONIO JOSE TEIXEIRA
http://www.eafi.gov.br;eafi.gov.br;ESCOLA AGROTECNICA FEDERAL DE INCONFIDENTES
http://www.eafigt.gov.br;eafigt.gov.br;ESCOLA AGROTECNICA FEDERAL DE IGUATU-C
http://www.eafmachado.gov.br;eafmachado.gov.br;ESCOLA AGROTECNICA FEDERAL DE MACHADO
http://www.eafmanaus.gov.br;eafmanaus.gov.br;ESCOLA AGROTECNICA FEDERAL DE MANAUS
http://www.eafmuz.gov.br;eafmuz.gov.br;INSTITUTO FEDERAL SUL DE MINAS GERAIS
http://www.eafrs.gov.br;eafrs.gov.br;ESCOLA AGROTECNICA FEDERAL DE RIO DO SUL
http://www.eafs.gov.br;eafs.gov.br;ESCOLA AGROTECNICA FEDERAL DE SATUBA - AL
http://www.eafsb.gov.br;eafsb.gov.br;ESCOLA AGROTECNICA FEDERAL DE SENHOR DO BONFIM
http://www.eafsc.gov.br;eafsc.gov.br;ESCOLA AGROTECNICA FEDERAL DE SAO CRISTOVAO - SE
http://www.eafsertao.gov.br;eafsertao.gov.br;ESCOLA AGROTECNICA FEDERAL DE SETAO
http://www.eafsgc.gov.br;eafsgc.gov.br;ESCOLA AGROTEC FED DE SAO GABRIEL DA CACHOEIRA
http://www.eafsi.gov.br;eafsi.gov.br;ESCOLA AGROTECNICA FEDERAL DE SANTA INES - BAHIA
http://www.eafsl.gov.br;eafsl.gov.br;ESCOLA AGROTECNICA FEDERAL DE SAO LUIZ
http://www.eafsombrio.gov.br;eafsombrio.gov.br;ESCOLA AGROTECNICA FEDERAL DE SOMBRIO
http://www.eafspb.gov.br;eafspb.gov.br;ESCOLA AGROTECNICA FEDERAL DE SOUSA
http://www.eafsrbonfim.gov.br;eafsrbonfim.gov.br;ESCOLA AGROTECNICA FEDERAL DE SENHOR DO BONFIM
http://www.eafst.gov.br;eafst.gov.br;ESCOLA AGROTECNICA FEDERAL DE SANTA TERESA
http://www.eafuberaba.gov.br;eafuberaba.gov.br;CEFET CENTRO FED EDUCACAO TECNOLOGICA DE UBERABA
http://www.eafudi.gov.br;eafudi.gov.br;ESCOLA AGROTECNICA FEDERAL DE UBERLANDIA
http://www.eafvsa.gov.br;eafvsa.gov.br;INSTITUTO FEDERAL DE PERNAMBUCO CAMPUS VITORIA
http://www.ebndes.gov.br;ebndes.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI
http://www.ec.gov.br;ec.gov.br;MINISTERIO DA SAUDE
http://www.ecobrancacaixa.gov.br;ecobrancacaixa.gov.br;CAIXA ECONOMICA FEDERAL
http://www.economizar.gov.br;economizar.gov.br;PETROLEO BRASILEIRO S.A. - PETROBRAS
http://www.ect.gov.br;ect.gov.br;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS
http://www.edemocracia.gov.br;edemocracia.gov.br;CAMARA DOS DEPUTADOS
http://www.educacao.gov.br;educacao.gov.br;MINISTERIO DA EDUCACAO E DO DESPORTO
http://www.educacaofiscal.gov.br;educacaofiscal.gov.br;ESCOLA DE ADMINISTRACAO FAZENDARIA
http://www.educacion.gov.br;educacion.gov.br;MINISTERIO DA EDUCACAO E DO DESPORTO
http://www.education.gov.br;education.gov.br;MINISTERIO DA EDUCACAO E DO DESPORTO
http://www.egressos-esaf.gov.br;egressos-esaf.gov.br;ESCOLA DE ADMINISTRACAO FAZENDARIA
http://www.eixos.gov.br;eixos.gov.br;MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO
http://www.eleicoes.gov.br;eleicoes.gov.br;TRIBUNAL SUPERIOR ELEITORAL
http://www.eletrobras.gov.br;eletrobras.gov.br;CENTRAIS ELETRICAS BRASILEIRAS SA
http://www.eletrofurnas.gov.br;eletrofurnas.gov.br;FURNAS CENTRAIS ELETRICAS S.A.
http://www.eletronorte.gov.br;eletronorte.gov.br;CENTRAIS ELETRICAS DO NORTE DO BRASIL
http://www.eletronuclear.gov.br;eletronuclear.gov.br;ELETROBRAS TERMONUCLEAR SA 
http://www.eletrosul.gov.br;eletrosul.gov.br;ELETROSUL CENTRAIS ELETRICAS S.A.
http://www.eln.gov.br;eln.gov.br;CENTRAIS ELETRICAS DO NORTE DO BRASIL
http://www.embrapa.gov.br;embrapa.gov.br;EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA
http://www.embratur.gov.br;embratur.gov.br;EMBRATUR INSTITUTO BRASILEIRO DE TURISMO
http://www.emgea.gov.br;emgea.gov.br;EMPRESA GESTORA DE ATIVOS - EMGEA
http://www.emprel.gov.br;emprel.gov.br;EMPREL - EMPRESA MUNICIPAL DE INFORMATICA
http://www.emquestao.gov.br;emquestao.gov.br;SECRETARIA DE COMUNICACAO SOCIAL
http://www.enamat.gov.br;enamat.gov.br;TRIBUNAL SUPERIOR DO TRABALHO
http://www.enap.gov.br;enap.gov.br;MINISTERIO DA ADM. FEDERAL E REFORMA DO ESTADO
http://www.enccla.gov.br;enccla.gov.br;MINISTERIO DA JUSTICA
http://www.encomex.gov.br;encomex.gov.br;MINISTERIO DO DESENVOLVIMENTO INDUSTRIA E COMERCIO
http://www.energiaboavista.gov.br;energiaboavista.gov.br;CENTRAIS ELETRICAS DO NORTE DO BRASIL
http://www.energiabrasil.gov.br;energiabrasil.gov.br;MINISTERIO DE MINAS E ENERGIA
http://www.epl.gov.br;epl.gov.br;EMPRESA DE PLANEJAMENTO E LOGISTICA S A - EPL
http://www.empresa.gov.br;empresa.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.empresasimples.gov.br;empresasimples.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.fab.gov.br;fab.gov.br;CENTRO DE COMPUTACAO DA AERONAUTICA DE BRASILIA
http://www.faesa-oscip.gov.br;faesa-oscip.gov.br;FEDERACAO DAS ASSOC. E ENTID. P/ DESENV. SEMIARIDO
http://www.faroldodesenvolvimento.gov.br;faroldodesenvolvimento.gov.br;BANCO DO NORDESTE DO BRASIL S/A
http://www.fat.gov.br;fat.gov.br;MINISTERIO DO TRABALHO E EMPREGO
http://www.fazenda.gov.br;fazenda.gov.br;MINISTERIO DA FAZENDA
http://www.federal.gov.br;federal.gov.br;CAIXA ECONOMICA FEDERAL
http://www.federalcap.gov.br;federalcap.gov.br;CAIXA ECONOMICA FEDERAL
http://www.federalcard.gov.br;federalcard.gov.br;CAIXA ECONOMICA FEDERAL
http://www.federativo.gov.br;federativo.gov.br;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA
http://www.fgts.gov.br;fgts.gov.br;CAIXA ECONOMICA FEDERAL
http://www.fhdf.gov.br;fhdf.gov.br;SECRETARIA DE SAUDE DO DISTRITO FEDERAL
http://www.fibge.gov.br;fibge.gov.br;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE
http://www.finame.gov.br;finame.gov.br;AGENCIA ESPECIAL DE FINANCIAMENTO INDUSTRIAL
http://www.finep.gov.br;finep.gov.br;FINACIADORA DE ESTUDOS E PROJETOS
http://www.fiscalizacopa2014.gov.br;fiscalizacopa2014.gov.br;TRIBUNAL DE CONTAS DA UNIAO
http://www.fiscopa2014.gov.br;fiscopa2014.gov.br;TRIBUNAL DE CONTAS DA UNIAO
http://www.fjp.gov.br;fjp.gov.br;FUNDACAO JOAO PINHEIRO
http://www.florestal.gov.br;florestal.gov.br;MINISTERIO DO MEIO AMBIENTE
http://www.fnde.gov.br;fnde.gov.br;FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO
http://www.fns-es.gov.br;fns-es.gov.br;FUNDACAO NACIONAL DE SAUDE
http://www.fns-sc.gov.br;fns-sc.gov.br;FUNDACAO NACIONAL DE SAUDE - COORDENACAO REGIONAL
http://www.fns.gov.br;fns.gov.br;FUNDACAO NACIONAL DE SAUDE
http://www.fnsms.gov.br;fnsms.gov.br;FUNDACAO NACIONAL DE SAUDE
http://www.focco-pb.gov.br;focco-pb.gov.br;PROCURADORIA DA REPUBLICA NA PARAIBA
http://www.foccopb.gov.br;foccopb.gov.br;PROCURADORIA DA REPUBLICA NA PARAIBA
http://www.fomezero.gov.br;fomezero.gov.br;PRESIDENCIA DA REPUBLICA
http://www.fonoaudiologia-1.gov.br;fonoaudiologia-1.gov.br;CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO
http://www.fonoaudiologia-rj.gov.br;fonoaudiologia-rj.gov.br;CONSELHO REGIONAL DE FONOAUDIOLOGIA - 1A REGIAO
http://www.forumpermanente.gov.br;forumpermanente.gov.br;MINISTERIO DO DESENVOLVIMENTO INDUSTRIA E COMERCIO
http://www.forumsipec.gov.br;forumsipec.gov.br;MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO
http://www.forumsocinfo.gov.br;forumsocinfo.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.frameworkdemoiselle.gov.br;frameworkdemoiselle.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.frp.gov.br;frp.gov.br;FUNDACAO ROQUETTE PINTO
http://www.funag.gov.br;funag.gov.br;FUNDACAO ALEXANDRE DE GUSMAO
http://www.funai.gov.br;funai.gov.br;FUNDACAO NACIONAL DO INDIO
http://www.funarte.gov.br;funarte.gov.br;FUNDACAO NACIONAL DE ARTES
http://www.funasa-sc.gov.br;funasa-sc.gov.br;FUNDACAO NACIONAL DE SAUDE - COORDENACAO REGIONAL
http://www.funasa.gov.br;funasa.gov.br;FUNDACAO NACIONAL DE SAUDE
http://www.fundacentro-ba.gov.br;fundacentro-ba.gov.br;FUNDACAO JORGE DUPRAT FIGUEIREDO DE SEG.E MED.TRAB
http://www.fundacentro-es.gov.br;fundacentro-es.gov.br;FUND. JORGE DUPRAT FIGUEIREDO DE SEG. MED TRABALHO
http://www.fundacentro-pe.gov.br;fundacentro-pe.gov.br;FUNDACENTRO - FUNDACAO JORGE DUPRAT FIGUEIREDO DE
http://www.fundacentro.gov.br;fundacentro.gov.br;FUNDACENTRO - FUNDACAO JORGE DUPRAT FIGUEIREDO
http://www.fundacentroms.gov.br;fundacentroms.gov.br;FUNDACAO JORGE DUPRAT FIGUEIREDO DE SEG 
http://www.fundacentrorj.gov.br;fundacentrorj.gov.br;FUNDACAO J. D. F. DE SEG. E MEDICINA DO TRABALHO
http://www.fundaj.gov.br;fundaj.gov.br;FUNDACAO JOAQUIM NABUCO
http://www.fundoamazonia-bndes.gov.br;fundoamazonia-bndes.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI
http://www.fundoamazonia.gov.br;fundoamazonia.gov.br;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCI
http://www.furnas.gov.br;furnas.gov.br;FURNAS CENTRAIS ELETRICAS S.A.
http://www.fimdotrabalhoinfantil.gov.br;fimdotrabalhoinfantil.gov.br;MINISTERIO DO DESENVOLVIMENTO SOCIAL E COMBATE A FOME
http://www.funpresp-exe.gov.br;funpresp-exe.gov.br;FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO SERVIDOR PUBLICO FEDERAL DO PODER EXECUTIVO
http://www.funpresp.gov.br;funpresp.gov.br;FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO SERVIDOR PUBLICO FEDERAL DO PODER EXECUTIVO
http://www.fbn.gov.br;fbn.gov.br;FUNDACAO BIBLIOTECA NACIONAL
http://www.fiscalizacaorio2016.gov.br;fiscalizacaorio2016.gov.br;TRIBUNAL DE CONTAS DA UNIAO
http://www.fiscalizario2016.gov.br;fiscalizario2016.gov.br;TRIBUNAL DE CONTAS DA UNIAO
http://www.gcth-sida.gov.br;gcth-sida.gov.br;MINISTERIO DA SAUDE
http://www.gdf.gov.br;gdf.gov.br;GOVERNO DO DISTRITO FEDERAL
http://www.gdfaz.gov.br;gdfaz.gov.br;ESCOLA DE ADMINISTRACAO FAZENDARIA
http://www.geipot.gov.br;geipot.gov.br;EMPRESA BRASILEIRA DE PLANEJAMENTO DE
http://www.genero.gov.br;genero.gov.br;SECRETARIA DE COMUNICACAO SOCIAL
http://www.geres.gov.br;geres.gov.br;GRUPO EXECUTIVO P RECUP ECON DO EST ESP SANTO
http://www.gesac.gov.br;gesac.gov.br;MINISTERIO DAS COMUNICACOES
http://www.gespublica.gov.br;gespublica.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.gestaopublica.gov.br;gestaopublica.gov.br;SECRETARIA DE ESTADO DA ADMINISTRACAO E PATRIMONIO
http://www.gnre.gov.br;gnre.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.go.gov.br;go.gov.br;FUNDACAO DE APOIO A PESQUISA - UFG
http://www.goias.gov.br;goias.gov.br;AGENCIA GOIANA DE ADMINISTRACAO E NEGOCIOS PUBLICO
http://www.govbankingcaixa.gov.br;govbankingcaixa.gov.br;CAIXA ECONOMICA FEDERAL
http://www.governoeletronico.gov.br;governoeletronico.gov.br;SECRETARIA DE ESTADO DA ADMINISTRA
http://www.gra.gov.br;gra.gov.br;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS - SERPRO
http://www.gsi.gov.br;gsi.gov.br;GABINETE DE SEGURANCA INSTITUCIONAL DA PRESIDENCIA
http://www.guiafacilgps.gov.br;guiafacilgps.gov.br;CAIXA ECONOMICA FEDERAL
http://www.gestaoemdestaque.gov.br;gestaoemdestaque.gov.br;MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO
http://www.govbrasil.gov.br;govbrasil.gov.br;PRESIDENCIA DA REPUBLICA
http://www.guiadeservicos.gov.br;guiadeservicos.gov.br;MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO
http://www.hasp.gov.br;hasp.gov.br;HOSPITAL DA AERONAUTICA DE SAO PAULO
http://www.hcl.gov.br;hcl.gov.br;INSTITUTO NACIONAL DE CARDIOLOGIA DE LARANJEIRAS
http://www.hemobras.gov.br;hemobras.gov.br;EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGI
http://www.hgb.gov.br;hgb.gov.br;HOSPITAL GERAL DE BONSUCESSO
http://www.hpiedade.gov.br;hpiedade.gov.br;HOSPITAL DA PIEDADE
http://www.hrps.gov.br;hrps.gov.br;HOSPITAL RAPHAEL DE PAULA SOUZA
http://www.ibama-pi.gov.br;ibama-pi.gov.br;IBAMA - GERENCIA EXECUTIVA ESTADUAL
http://www.ibama.gov.br;ibama.gov.br;INSTITUTO BRASILEIRO DO MEIO AMBIENTE
http://www.ibamanet.gov.br;ibamanet.gov.br;INSTITUTO BRASILEIRO DO MEIO AMBIENTE
http://www.ibc.gov.br;ibc.gov.br;INSTITUTO BENJAMIN CONSTANT
http://www.ibge.gov.br;ibge.gov.br;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE
http://www.ibge2.gov.br;ibge2.gov.br;IBGE - INSTITUTO BRASILEIRO DE GEOGRAFIA
http://www.ibram.gov.br;ibram.gov.br;INSTITUTO BRASILEIRO DE MUSEUS - IBRAM
http://www.ic-brazil.gov.br;ic-brazil.gov.br;CENTRO DE TECNOLOGIA DA INFORMACAO RENATO ARCHER
http://www.icea.gov.br;icea.gov.br;DEPARTAMENTO DE CONTROLE DO ESPACO AEREO
http://www.icmbio.gov.br;icmbio.gov.br;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE
http://www.icpbrasil.gov.br;icpbrasil.gov.br;INSTITUTO NACIONAL DE TECNOLOGIA INFORMACAO - ITI
http://www.idbrasil.gov.br;idbrasil.gov.br;MINISTERIO DAS COMUNICACOES
http://www.ien.gov.br;ien.gov.br;INSTITUTO DE ENGENHARIA NUCLEAR
http://www.igam.gov.br;igam.gov.br;INSTITUTO MINEIRO DE GESTAO DAS AGUAS
http://www.igualdaderacial.gov.br;igualdaderacial.gov.br;SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG
http://www.ilbsenado.gov.br;ilbsenado.gov.br;SECRETARIA ESPECIAL DE EDITORA
http://www.imbel.gov.br;imbel.gov.br;INDUSTRIA DE MATERIAL BELICO DO BRASIL - IMBEL
http://www.imprensanacional.gov.br;imprensanacional.gov.br;IMPRENSA NACIONAL/PRESIDENCIA DA REPUBLICA
http://www.in.gov.br;in.gov.br;IMPRENSA NACIONAL/PRESIDENCIA DA REPUBLICA
http://www.inb.gov.br;inb.gov.br;INDUSTRIAS NUCLEARES DO BRASIL S/A
http://www.inca.gov.br;inca.gov.br;INSTITUTO NACIONAL DO CANCER
http://www.inclusaodigital.gov.br;inclusaodigital.gov.br;MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO
http://www.incra-pe.gov.br;incra-pe.gov.br;SUPERINT. ESTADUAL DE PERNAMBUCO - INCRA
http://www.incra.gov.br;incra.gov.br;INCRA/INSTITUTO NACIONAL DE COLON E REF. AGRARIA
http://www.incrarn.gov.br;incrarn.gov.br;INSTITUTO NACIONAL DE COLONIZACAO E REF. AGRARIA
http://www.inde.gov.br;inde.gov.br;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE
http://www.inep.gov.br;inep.gov.br;INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIO
http://www.ines.gov.br;ines.gov.br;INSTITUTO NACIONAL DE EDUCACAO DE SURDOS
http://www.infoconsumo.gov.br;infoconsumo.gov.br;INMETRO-INS. NAC. DE METROLOG. QUALID. E TECNOLG.
http://www.infojus.gov.br;infojus.gov.br;SUPREMO TRIBUNAL FEDERAL
http://www.infopen.gov.br;infopen.gov.br;MINISTERIO DA JUSTICA
http://www.informacaoecidadania.gov.br;informacaoecidadania.gov.br;MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO
http://www.infoseg.gov.br;infoseg.gov.br;SECRETARIA NACIONAL DE SEGURANCA PUBLICA
http://www.infosoc.gov.br;infosoc.gov.br;INSTITUTO BRASILEIRO DE INFORMACAO EM C&T
http://www.infra-estruturabrasil.gov.br;infra-estruturabrasil.gov.br;SECRETARIA DE ESTADO DA ADMINISTRACAO E PATRIMONIO
http://www.infraero.gov.br;infraero.gov.br;INFRAERO - EMPRESA BRASILEIRA DE INFRA-ESTRUTURA
http://www.infraestruturabrasil.gov.br;infraestruturabrasil.gov.br;SECRETARIA DE ESTADO DA ADMINISTRACAO E PATRIMONIO
http://www.infrastructurebrazil.gov.br;infrastructurebrazil.gov.br;SECRETARIA DE ESTADO DA ADMINISTRACAO E PATRIMONIO
http://www.inmet.gov.br;inmet.gov.br;INSTITUTO NACIONAL DE METEOROLOGIA
http://www.inmetro-es.gov.br;inmetro-es.gov.br;INST. NAC. METROL., NORMAL. E QUAL. IND. REPR. ES
http://www.inmetro-sc.gov.br;inmetro-sc.gov.br;INST NAC METROLOGIA E NORM IND
http://www.inmetro.gov.br;inmetro.gov.br;INMETRO-INS. NAC. DE METROLOG. QUALID. E TECNOLG.
http://www.inmetrogo.gov.br;inmetrogo.gov.br;SUPERINTENDENCIA REGIONAL DO INMETRO SUR-01/GO
http://www.inpa.gov.br;inpa.gov.br;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA
http://www.inpe.gov.br;inpe.gov.br;INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS
http://www.inpi.gov.br;inpi.gov.br;INPI - INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL
http://www.insa.gov.br;insa.gov.br;INSTITUTO NACIONAL DO SEMI-ARIDO-INSA
http://www.inss.gov.br;inss.gov.br;DATAPREV DF
http://www.insstelecom.gov.br;insstelecom.gov.br;INSTITUTO NACIONAL DO SEGURO SOCIAL
http://www.instantanea.gov.br;instantanea.gov.br;CAIXA ECONOMICA FEDERAL
http://www.institutochicomendes.gov.br;institutochicomendes.gov.br;INSTITUTO CHICO MENDES DE CONS. DA BIODIVERSIDADE
http://www.int.gov.br;int.gov.br;INSTITUTO NACIONAL DE TECNOLOGIA
http://www.integracao.gov.br;integracao.gov.br;MINISTERIO DA INTEGRACAO NACIONAL
http://www.interlegis.gov.br;interlegis.gov.br;SENADO FEDERAL
http://www.investcaixa.gov.br;investcaixa.gov.br;CAIXA ECONOMICA FEDERAL
http://www.investecaixa.gov.br;investecaixa.gov.br;CAIXA ECONOMICA FEDERAL
http://www.investidor.gov.br;investidor.gov.br;CVM - COMISSAO DE VALORES MOBILIARIOS
http://www.investidoresinstitucionais.gov.br;investidoresinstitucionais.gov.br;CAIXA ECONOMICA FEDERAL
http://www.investinbrazil.gov.br;investinbrazil.gov.br;SECRETARIA DE ESTADO DA ADMINISTRACAO E PATRIMONIO
http://www.ipardes.gov.br;ipardes.gov.br;INSTITUTO PARANAENSE DE DESENVOLVIMENTO ECONOMICO
http://www.ipea.gov.br;ipea.gov.br;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA
http://www.ipeadata.gov.br;ipeadata.gov.br;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA
http://www.iphan.gov.br;iphan.gov.br;INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NAC.
http://www.ipp.gov.br;ipp.gov.br;INSTITUTO PHILIPPE PINEL
http://www.ipsm.gov.br;ipsm.gov.br;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES
http://www.irb-brasilre.gov.br;irb-brasilre.gov.br;IRB - BRASIL RESSEGUROS SA
http://www.irb.gov.br;irb.gov.br;IRB - BRASIL RESSEGUROS SA
http://www.irbbrasilre.gov.br;irbbrasilre.gov.br;IRB - BRASIL RESSEGUROS SA
http://www.ird.gov.br;ird.gov.br;INSTITUTO DE RADIOPROTECAO E DOSIMETRIA
http://www.itaipu.gov.br;itaipu.gov.br;ITAIPU BINACIONAL
http://www.itamaraty.gov.br;itamaraty.gov.br;MINISTERIO DAS RELACOES EXTERIORES
http://www.iti.gov.br;iti.gov.br;INSTITUTO NACIONAL DE TECNOLOGIA INFORMACAO - ITI
http://www.iec.gov.br;iec.gov.br;INSTITUTO EVANDRO CHAGAS
http://www.jbrj.gov.br;jbrj.gov.br;INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RIO =
http://www.jef-pr.gov.br;jef-pr.gov.br;JUSTICA FEDERAL DE PRIMEIRO GRAU NO RS
http://www.jef-rs.gov.br;jef-rs.gov.br;JUSTICA FEDERAL DE PRIMEIRO GRAU NO RS
http://www.jef-sc.gov.br;jef-sc.gov.br;JUSTICA FEDERAL DE PRIMEIRO GRAU NO RS
